2023-04-30 20:41:50,418 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-04-30 20:41:50,496 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-04-30 20:41:50,497 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-04-30 20:41:50,498 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-04-30 20:41:50,502 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-04-30 20:41:50,503 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-04-30 20:41:50,504 INFO  SwAddin.cs: 201 - Setting up command manager
2023-04-30 20:41:50,506 INFO  SwAddin.cs: 204 - Adding command manager
2023-04-30 20:41:50,525 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-04-30 20:41:50,526 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-04-30 20:41:50,527 INFO  SwAddin.cs: 210 - Adding event handlers
2023-04-30 20:41:50,851 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-04-30 20:43:58,075 INFO  SwAddin.cs: 351 - Part export called
2023-04-30 20:43:58,210 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ssss.SLDPRT
2023-04-30 20:43:58,267 INFO  ExportHelperExtension.cs: 1136 - Found 52 in ssss.SLDPRT
2023-04-30 20:43:58,268 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ssss.SLDPRT
2023-04-30 20:43:58,268 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ssss.SLDPRT
2023-04-30 20:43:58,269 INFO  ExportHelperExtension.cs: 1136 - Found 52 in ssss.SLDPRT
2023-04-30 20:43:58,269 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ssss.SLDPRT
2023-04-30 20:43:58,270 INFO  SwAddin.cs: 367 - Showing part
2023-04-30 20:44:38,171 INFO  SwAddin.cs: 351 - Part export called
2023-04-30 20:44:38,182 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ssss.SLDPRT
2023-04-30 20:44:38,184 INFO  ExportHelperExtension.cs: 1136 - Found 52 in ssss.SLDPRT
2023-04-30 20:44:38,184 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ssss.SLDPRT
2023-04-30 20:44:38,185 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ssss.SLDPRT
2023-04-30 20:44:38,185 INFO  ExportHelperExtension.cs: 1136 - Found 52 in ssss.SLDPRT
2023-04-30 20:44:38,186 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ssss.SLDPRT
2023-04-30 20:44:38,186 INFO  SwAddin.cs: 367 - Showing part
2023-04-30 20:45:17,830 INFO  SwAddin.cs: 294 - Assembly export called for file Assem2.SLDASM
2023-04-30 20:45:23,093 INFO  SwAddin.cs: 313 - Saving assembly
2023-04-30 20:45:23,289 INFO  SwAddin.cs: 316 - Opening property manager
2023-04-30 20:45:23,295 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem2.SLDASM
2023-04-30 20:45:23,296 INFO  ExportHelperExtension.cs: 1136 - Found 30 in Assem2.SLDASM
2023-04-30 20:45:23,298 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem2.SLDASM
2023-04-30 20:45:23,298 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-04-30 20:45:23,301 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2023-04-30 20:45:23,305 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ssss-2
2023-04-30 20:45:23,307 INFO  ExportHelperExtension.cs: 1136 - Found 52 in ssss-2
2023-04-30 20:45:23,308 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ssss-2
2023-04-30 20:45:23,308 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from holder.SLDPRT 222-1
2023-04-30 20:45:23,309 INFO  ExportHelperExtension.cs: 1136 - Found 52 in holder.SLDPRT 222-1
2023-04-30 20:45:23,310 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in holder.SLDPRT 222-1
2023-04-30 20:45:23,311 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1-1
2023-04-30 20:45:23,312 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Assem1-1
2023-04-30 20:45:23,314 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem1-1
2023-04-30 20:45:23,314 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem2.SLDASM
2023-04-30 20:45:23,315 INFO  ExportHelperExtension.cs: 1136 - Found 30 in Assem2.SLDASM
2023-04-30 20:45:23,316 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem2.SLDASM
2023-04-30 20:45:23,322 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-04-30 20:45:23,323 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2023-04-30 20:45:23,323 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ssss-2
2023-04-30 20:45:23,324 INFO  ExportHelperExtension.cs: 1136 - Found 52 in ssss-2
2023-04-30 20:45:23,326 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ssss-2
2023-04-30 20:45:23,326 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from holder.SLDPRT 222-1
2023-04-30 20:45:23,327 INFO  ExportHelperExtension.cs: 1136 - Found 52 in holder.SLDPRT 222-1
2023-04-30 20:45:23,328 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in holder.SLDPRT 222-1
2023-04-30 20:45:23,329 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem1-1
2023-04-30 20:45:23,330 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Assem1-1
2023-04-30 20:45:23,350 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem1-1
2023-04-30 20:45:23,834 INFO  SwAddin.cs: 339 - Loading config tree
2023-04-30 20:45:23,844 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2023-04-30 20:45:23,851 INFO  SwAddin.cs: 344 - Showing property manager
2023-04-30 20:45:29,829 INFO  ExportPropertyManager.cs: 416 - Configuration canceled
2023-04-30 20:45:29,890 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-04-30 20:46:26,493 INFO  SwAddin.cs: 294 - Assembly export called for file Assem1.SLDASM
2023-04-30 20:46:28,076 INFO  SwAddin.cs: 313 - Saving assembly
2023-04-30 20:46:28,319 INFO  SwAddin.cs: 316 - Opening property manager
2023-04-30 20:46:28,320 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1.SLDASM
2023-04-30 20:46:28,321 INFO  ExportHelperExtension.cs: 1136 - Found 49 in Assem1.SLDASM
2023-04-30 20:46:28,322 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem1.SLDASM
2023-04-30 20:46:28,323 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-04-30 20:46:28,324 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2023-04-30 20:46:28,325 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ARM450-9
2023-04-30 20:46:28,327 INFO  ExportHelperExtension.cs: 1136 - Found 110 in ARM450-9
